iter	Passed	Remaining
1663	73106	28776
1664	73149	28732
1665	73194	28688
1666	73244	28647
1667	73300	28608
1668	73353	28567
1669	73395	28523
1670	73434	28477
1671	73482	28435
1672	73534	28393
1673	73581	28351
1674	73627	28308
1675	73672	28264
1676	73716	28220
1677	73775	28182
1678	73821	28139
1679	73866	28095
1680	73921	28056
1681	73965	28011
1682	74011	27968
1683	74058	27925
1684	74114	27886
1685	74161	27843
1686	74207	27800
1687	74248	27755
1688	74300	27714
1689	74346	27670
1690	74460	27652
1691	74523	27615
1692	74584	27578
1693	74677	27552
1694	74759	27521
1695	74833	27488
1696	74887	27448
1697	74969	27418
1698	75064	27392
1699	75133	27357
1700	75178	27313
1701	75234	27273
1702	75305	27239
1703	75392	27210
1704	75464	27176
1705	75527	27138
1706	75608	27107
1707	75676	27071
1708	75730	27030
1709	75787	26990
1710	75857	26955
1711	75916	26916
1712	75957	26871
1713	76008	26828
1714	76075	26792
1715	76122	26749
1716	76175	26707
1717	76223	26664
1718	76272	26622
1719	76319	26578
1720	76367	26535
1721	76414	26492
1722	76476	26453
1723	76534	26414
1724	76583	26371
1725	76627	26326
1726	76674	26283
1727	76727	26241
1728	76825	26215
1729	76917	26187
1730	76978	26148
1731	77056	26115
1732	77129	26080
1733	77177	26037
1734	77250	26002
1735	77333	25970
1736	77398	25933
1737	77472	25898
1738	77549	25864
1739	77608	25824
1740	77648	25778
1741	77692	25733
1742	77737	25689
1743	77783	25645
1744	77827	25600
1745	77877	25557
1746	77966	25527
1747	78007	25481
1748	78060	25439
1749	78105	25395
1750	78170	25357
1751	78217	25313
1752	78288	25277
1753	78343	25236
1754	78411	25198
1755	78464	25156
1756	78511	25113
1757	78563	25070
1758	78608	25025
1759	78673	24987
1760	78722	24944
1761	78782	24904
1762	78851	24867
1763	78899	24823
1764	78949	24780
1765	79003	24738
1766	79048	24694
1767	79107	24654
1768	79166	24613
1769	79220	24571
1770	79299	24537
1771	79362	24498
1772	79429	24460
1773	79480	24417
1774	79523	24372
1775	79569	24327
1776	79614	24283
1777	79659	24238
1778	79707	24194
1779	79753	24149
1780	79798	24105
1781	79843	24060
1782	79891	24016
1783	79933	23971
1784	80012	23936
1785	80069	23895
1786	80137	23857
1787	80202	23818
1788	80270	23780
1789	80322	23737
1790	80367	23692
1791	80415	23648
1792	80464	23605
1793	80508	23560
1794	80557	23516
1795	80614	23475
1796	80666	23432
1797	80713	23388
1798	80759	23343
1799	80805	23299
1800	80851	23254
1801	80896	23209
1802	80945	23165
1803	80991	23121
1804	81032	23075
1805	81084	23032
1806	81154	22994
1807	81201	22950
1808	81241	22903
1809	81286	22858
1810	81331	22814
1811	81382	22771
1812	81429	22726
1813	81476	22682
1814	81518	22636
1815	81561	22590
1816	81607	22546
1817	81651	22501
1818	81699	22457
1819	81744	22412
1820	81793	22368
1821	81855	22328
1822	81911	22286
1823	81956	22241
1824	82025	22203
1825	82076	22159
1826	82124	22115
1827	82177	22072
1828	82230	22029
1829	82294	21990
1830	82358	21950
1831	82407	21906
1832	82457	21862
1833	82512	21820
1834	82556	21775
1835	82618	21734
1836	82666	21690
1837	82713	21645
1838	82759	21601
1839	82810	21557
1840	82864	21515
1841	82912	21470
1842	82963	21427
1843	83013	21383
1844	83063	21339
1845	83123	21298
1846	83170	21254
1847	83217	21209
1848	83285	21170
1849	83341	21128
1850	83393	21084
1851	83442	21040
1852	83493	20997
1853	83536	20951
1854	83581	20906
1855	83630	20862
1856	83706	20825
1857	83764	20783
1858	83824	20741
1859	83871	20697
1860	83921	20653
1861	83970	20609
1862	84034	20568
1863	84112	20531
1864	84157	20486
1865	84211	20443
1866	84262	20400
1867	84311	20355
1868	84367	20313
1869	84427	20271
1870	84508	20235
1871	84554	20190
1872	84594	20143
1873	84637	20098
1874	84680	20052
1875	84738	20010
1876	84798	19968
1877	84841	19922
1878	84885	19877
1879	84924	19830
1880	85002	19793
1881	85113	19763
1882	85200	19727
1883	85254	19684
1884	85301	19639
1885	85363	19598
1886	85409	19553
1887	85456	19508
1888	85505	19463
1889	85567	19422
1890	85610	19376
1891	85662	19332
1892	85717	19289
1893	85761	19244
1894	85811	19200
1895	85855	19154
1896	85903	19109
1897	85953	19065
1898	86001	19020
1899	86054	18977
1900	86118	18935
1901	86203	18899
1902	86259	18856
1903	86300	18810
1904	86345	18764
1905	86390	18719
1906	86441	18675
1907	86502	18633
1908	86561	18591
1909	86634	18551
1910	86730	18517
1911	86820	18481
1912	86893	18441
1913	86982	18405
1914	87102	18375
1915	87163	18333
1916	87247	18296
1917	87344	18261
1918	87425	18223
1919	87484	18180
1920	87535	18135
1921	87588	18091
1922	87638	18047
1923	87689	18002
1924	87738	17957
1925	87785	17912
1926	87830	17866
1927	87873	17820
1928	87920	17775
1929	87964	17729
1930	88027	17687
1931	88072	17641
1932	88117	17596
1933	88168	17551
1934	88239	17511
1935	88280	17464
1936	88324	17418
1937	88392	17377
1938	88442	17332
1939	88492	17287
1940	88540	17242
1941	88601	17200
1942	88665	17158
1943	88714	17113
1944	88775	17070
1945	88821	17024
1946	88863	16978
1947	88906	16932
1948	88962	16888
1949	89021	16845
1950	89072	16800
1951	89119	16755
1952	89164	16709
1953	89217	16665
1954	89273	16621
1955	89330	16578
1956	89384	16534
1957	89430	16488
1958	89480	16443
1959	89529	16398
1960	89573	16352
1961	89617	16306
1962	89681	16264
1963	89723	16217
1964	89764	16171
1965	89819	16127
1966	89891	16086
1967	89940	16041
1968	89999	15997
1969	90045	15952
1970	90096	15907
1971	90145	15862
1972	90203	15818
1973	90280	15778
1974	90338	15734
1975	90386	15689
1976	90434	15644
1977	90486	15599
1978	90549	15556
1979	90616	15514
1980	90675	15471
1981	90724	15425
1982	90775	15381
1983	90821	15335
1984	90872	15290
1985	90920	15245
1986	90966	15199
1987	91025	15155
1988	91074	15110
1989	91119	15064
1990	91165	15018
1991	91209	14972
1992	91256	14927
1993	91300	14880
1994	91354	14836
1995	91420	14794
1996	91474	14749
1997	91519	14703
1998	91565	14657
1999	91614	14612
2000	91666	14567
2001	91720	14523
2002	91764	14477
2003	91808	14430
2004	91881	14389
2005	91949	14347
2006	92002	14302
2007	92057	14257
2008	92097	14211
2009	92139	14164
2010	92196	14120
2011	92244	14075
2012	92301	14030
2013	92380	13990
2014	92457	13948
2015	92507	13903
2016	92555	13858
2017	92602	13812
2018	92658	13768
2019	92709	13722
2020	92758	13677
2021	92804	13631
2022	92847	13585
2023	92892	13539
2024	92943	13494
2025	92992	13448
2026	93037	13402
2027	93087	13357
2028	93135	13311
2029	93190	13266
2030	93251	13223
2031	93302	13178
2032	93349	13132
2033	93432	13091
2034	93479	13045
2035	93553	13003
2036	93600	12957
2037	93646	12911
2038	93691	12865
2039	93755	12822
2040	93801	12776
2041	93857	12731
2042	93915	12687
2043	93956	12640
2044	93999	12594
2045	94057	12550
2046	94102	12504
2047	94156	12459
2048	94200	12412
2049	94260	12368
2050	94313	12323
2051	94369	12279
2052	94433	12235
2053	94491	12190
2054	94562	12148
2055	94622	12103
2056	94668	12057
2057	94767	12018
2058	94850	11977
2059	94918	11933
2060	94979	11889
2061	95031	11844
2062	95077	11798
2063	95121	11751
2064	95169	11706
2065	95216	11660
2066	95275	11615
2067	95322	11569
2068	95369	11523
2069	95413	11477
2070	95469	11432
2071	95516	11386
2072	95584	11342
2073	95638	11297
2074	95698	11253
2075	95746	11207
2076	95801	11162
2077	95858	11117
2078	95913	11072
2079	95971	11027
2080	96028	10982
2081	96071	10936
2082	96129	10891
2083	96176	10845
2084	96218	10798
2085	96264	10752
2086	96308	10706
2087	96356	10660
2088	96414	10615
2089	96492	10572
2090	96540	10526
2091	96606	10482
2092	96656	10436
2093	96722	10392
2094	96811	10351
2095	96910	10310
2096	96994	10268
2097	97044	10222
2098	97092	10176
2099	97141	10130
2100	97192	10084
2101	97241	10038
2102	97303	9994
2103	97358	9948
2104	97407	9902
2105	97459	9856
2106	97519	9812
2107	97567	9765
2108	97638	9722
2109	97701	9677
2110	97771	9633
2111	97830	9588
2112	97878	9542
2113	97930	9496
2114	97993	9451
2115	98064	9407
2116	98119	9362
2117	98174	9316
2118	98222	9270
2119	98265	9224
2120	98328	9179
2121	98383	9133
2122	98450	9089
2123	98509	9043
2124	98579	8999
2125	98629	8953
2126	98677	8907
2127	98759	8864
2128	98857	8822
2129	98953	8780
2130	99063	8739
2131	99128	8694
2132	99184	8649
2133	99270	8605
2134	99374	8564
2135	99426	8518
2136	99472	8471
2137	99515	8424
2138	99559	8378
2139	99608	8331
2140	99652	8284
2141	99696	8238
2142	99741	8191
2143	99789	8145
2144	99837	8098
2145	99883	8052
2146	99928	8005
2147	100010	7961
2148	100092	7917
2149	100144	7871
2150	100197	7825
2151	100248	7779
2152	100300	7733
2153	100347	7686
2154	100409	7641
2155	100458	7594
2156	100510	7548
2157	100576	7503
2158	100638	7458
2159	100689	7411
2160	100763	7367
2161	100811	7320
2162	100878	7275
2163	100933	7229
2164	100985	7183
2165	101032	7136
2166	101084	7090
2167	101138	7044
2168	101197	6998
2169	101253	6952
2170	101307	6906
2171	101356	6859
2172	101413	6813
2173	101481	6768
2174	101539	6722
2175	101598	6676
2176	101647	6630
2177	101699	6583
2178	101761	6538
2179	101818	6492
2180	101871	6445
2181	101922	6399
2182	101968	6352
2183	102016	6305
2184	102059	6259
2185	102119	6213
2186	102181	6167
2187	102257	6122
2188	102305	6075
2189	102352	6028
2190	102400	5982
2191	102444	5935
2192	102488	5888
2193	102536	5841
2194	102580	5795
2195	102666	5750
2196	102741	5705
2197	102787	5658
2198	102835	5611
2199	102883	5565
2200	102930	5518
2201	102974	5471
2202	103017	5424
2203	103067	5377
2204	103122	5331
2205	103170	5284
2206	103217	5238
2207	103260	5191
2208	103322	5145
2209	103369	5098
2210	103415	5051
2211	103476	5005
2212	103568	4960
2213	103617	4914
2214	103668	4867
2215	103716	4820
2216	103764	4773
2217	103809	4727
2218	103856	4680
2219	103902	4633
2220	103954	4586
2221	104001	4540
2222	104059	4493
2223	104113	4447
2224	104176	4401
2225	104225	4354
2226	104285	4308
2227	104333	4261
2228	104385	4214
2229	104429	4167
2230	104491	4121
2231	104554	4075
2232	104624	4029
2233	104694	3983
2234	104764	3937
2235	104811	3890
2236	104861	3843
2237	104908	3796
2238	104983	3751
2239	105067	3705
2240	105168	3660
2241	105219	3613
2242	105266	3566
2243	105312	3519
2244	105356	3472
2245	105409	3426
2246	105464	3379
2247	105510	3332
2248	105568	3285
2249	105637	3239
2250	105685	3192
2251	105739	3145
2252	105785	3098
2253	105835	3052
2254	105892	3005
2255	105946	2958
2256	105999	2911
2257	106058	2865
2258	106108	2818
2259	106151	2771
2260	106198	2724
2261	106248	2677
2262	106294	2630
2263	106342	2583
2264	106390	2536
2265	106451	2489
2266	106500	2442
2267	106554	2396
2268	106614	2349
2269	106670	2302
2270	106720	2255
2271	106811	2209
2272	106872	2162
2273	106925	2115
2274	106978	2069
2275	107027	2022
2276	107075	1975
2277	107127	1928
2278	107175	1881
2279	107226	1834
2280	107278	1787
2281	107330	1740
2282	107377	1693
2283	107424	1646
2284	107485	1599
2285	107531	1552
2286	107579	1505
2287	107638	1458
2288	107687	1411
2289	107758	1364
2290	107807	1317
2291	107852	1270
2292	107908	1223
2293	107953	1176
2294	107999	1129
2295	108047	1082
2296	108094	1035
2297	108141	988
2298	108196	941
2299	108244	894
2300	108296	847
2301	108342	800
2302	108391	753
2303	108450	706
2304	108497	658
2305	108541	611
2306	108591	564
2307	108641	517
2308	108686	470
2309	108734	423
2310	108787	376
2311	108869	329
2312	108920	282
2313	108972	235
2314	109017	188
2315	109066	141
2316	109121	94
2317	109169	47
2318	109242	0
