iter	Logloss
1512	0.5319666338
1513	0.5319279352
1514	0.5319108328
1515	0.5319016593
1516	0.53176382
1517	0.5317555348
1518	0.5316906328
1519	0.5316488448
1520	0.5316120554
1521	0.531597689
1522	0.5315567089
1523	0.5314742473
1524	0.5314452858
1525	0.5314269939
1526	0.531425715
1527	0.5313920222
1528	0.5313403135
1529	0.5313120731
1530	0.5312515041
1531	0.5312169797
1532	0.531190236
1533	0.5311553326
1534	0.5311056342
1535	0.5310846006
1536	0.531031255
1537	0.5309929859
1538	0.5309674374
1539	0.5308828173
1540	0.5308547956
1541	0.5308538771
1542	0.530801946
1543	0.5307916044
1544	0.5307722283
1545	0.5307510945
1546	0.5307046235
1547	0.5306714003
1548	0.5306329978
1549	0.530595488
1550	0.5305628276
1551	0.5305515965
1552	0.5305407427
1553	0.5305191962
1554	0.5304978252
1555	0.5304697299
1556	0.530407609
1557	0.5303856835
1558	0.5303253478
1559	0.5302963723
1560	0.5302145059
1561	0.5301721915
1562	0.5301568189
1563	0.5301368307
1564	0.530098204
1565	0.5300687171
1566	0.5300354223
1567	0.5299660929
1568	0.5299410126
1569	0.5298726049
1570	0.5298447884
1571	0.529815658
1572	0.5297741404
1573	0.5297289163
1574	0.5296101031
1575	0.5295646497
1576	0.5295241489
1577	0.5295076559
1578	0.5294635226
1579	0.5294607804
1580	0.5294264707
1581	0.5294052438
1582	0.5293783836
1583	0.5293637023
1584	0.5293554812
1585	0.5293485454
1586	0.5293288507
1587	0.529320593
1588	0.5292835771
1589	0.5292572293
1590	0.5292480137
1591	0.5292368306
1592	0.5291721722
1593	0.5290793917
1594	0.5290242788
1595	0.5289472966
1596	0.5288278231
1597	0.5287911176
1598	0.5287527404
1599	0.5287238549
1600	0.5285980626
1601	0.5285707483
1602	0.5285473106
1603	0.5284847116
1604	0.5284128191
1605	0.5283539025
1606	0.5283460035
1607	0.5283235162
1608	0.5283109731
1609	0.5282478385
1610	0.5281779795
1611	0.5281577033
1612	0.5281354083
1613	0.5281312029
1614	0.5281084279
1615	0.5280794822
1616	0.5280518216
1617	0.5280432288
1618	0.5280304781
1619	0.5280286201
1620	0.528016523
1621	0.5279406448
1622	0.5279255364
1623	0.5278928778
1624	0.5278690376
1625	0.5278428042
1626	0.5278308368
1627	0.5277366803
1628	0.5276611796
1629	0.5275932333
1630	0.5275548374
1631	0.5275304465
1632	0.527505822
1633	0.5274460837
1634	0.5274305945
1635	0.5273692853
1636	0.5272720706
1637	0.527262893
1638	0.5272159564
1639	0.5272052803
1640	0.5271478832
1641	0.5271367972
1642	0.527105449
1643	0.5271000648
1644	0.5270504909
1645	0.52701948
1646	0.5269463923
1647	0.5268749186
1648	0.5268646212
1649	0.5268548103
1650	0.5267660606
1651	0.5266952124
1652	0.526679893
1653	0.5266616278
1654	0.5266031798
1655	0.526532089
1656	0.5264770876
1657	0.5264542893
1658	0.5264232256
1659	0.5264216831
1660	0.5264075997
1661	0.5263649259
1662	0.5263617905
1663	0.526310836
1664	0.5262611732
1665	0.5261837057
1666	0.5261681462
1667	0.5261551987
1668	0.5261222451
1669	0.5261005063
1670	0.5260379211
1671	0.5260064213
1672	0.5259734861
1673	0.5259088785
1674	0.5258665858
1675	0.5257985951
1676	0.5257635148
1677	0.5257623254
1678	0.525760399
1679	0.525739954
1680	0.5257001305
1681	0.5256439091
1682	0.5256195689
1683	0.5256034859
1684	0.5255464441
1685	0.525526168
1686	0.5255248964
1687	0.5255160031
1688	0.5254833857
1689	0.5254402216
1690	0.5254293061
1691	0.5254026016
1692	0.5253675948
1693	0.5253435396
1694	0.5252957439
1695	0.5252583226
1696	0.525175616
1697	0.5251611202
1698	0.5251368647
1699	0.525056825
1700	0.5250156702
1701	0.5249533563
1702	0.5248999879
1703	0.5248985773
1704	0.5248115873
1705	0.5247567061
1706	0.5246984933
1707	0.5246680763
1708	0.5246643337
1709	0.5246296363
1710	0.5245807097
1711	0.5245322121
1712	0.5245166571
1713	0.5244683249
1714	0.5244511739
1715	0.5244075142
1716	0.5243903351
1717	0.5243447363
1718	0.5243067745
1719	0.5242872419
1720	0.5242789064
1721	0.5241918466
1722	0.5241884892
1723	0.5241325076
1724	0.5241124242
1725	0.5240822594
1726	0.5240237166
1727	0.5239638919
1728	0.5238595909
1729	0.5237960781
1730	0.5237799804
1731	0.5237719933
1732	0.5237399811
1733	0.5237144398
1734	0.5236961511
1735	0.5236503075
1736	0.5236262039
1737	0.523611963
1738	0.5235721438
1739	0.5235399362
1740	0.5235103813
1741	0.5234971487
1742	0.5234820303
1743	0.5234674379
1744	0.5234483229
1745	0.5233822201
1746	0.5233375281
1747	0.5233232101
1748	0.5232585222
1749	0.5232315077
1750	0.5232138308
1751	0.5231953571
1752	0.523145126
1753	0.5231121097
1754	0.5230850565
1755	0.5230665648
1756	0.5230578797
1757	0.5230289424
1758	0.5230168225
1759	0.5229618001
1760	0.5229508358
1761	0.5229170961
1762	0.5229109109
1763	0.5228537278
1764	0.5228322096
1765	0.5228284495
1766	0.522725223
1767	0.5226693064
1768	0.5226403219
1769	0.5226121246
1770	0.522584771
1771	0.5225783372
1772	0.5225526359
1773	0.5225310514
1774	0.522482361
1775	0.5224802756
1776	0.5224392761
1777	0.5223754849
1778	0.5223462266
1779	0.522271286
1780	0.5222688413
1781	0.5222624689
1782	0.5222582263
1783	0.522242155
1784	0.5222029391
1785	0.5221457074
1786	0.5221420257
1787	0.5221083546
1788	0.5220766794
1789	0.522064137
1790	0.5220368141
1791	0.5219984527
1792	0.5219552608
1793	0.5219303001
1794	0.52187763
1795	0.5218458685
1796	0.5217823399
1797	0.5217644761
1798	0.5217235188
1799	0.5217038945
1800	0.5216648793
1801	0.5216306254
1802	0.5216261912
1803	0.5215986143
1804	0.5214977847
1805	0.521413223
1806	0.5213865854
1807	0.5213475652
1808	0.5213263676
1809	0.5212698101
1810	0.5212278843
1811	0.5211888596
1812	0.5211550631
1813	0.5211210886
1814	0.5210555753
1815	0.5210153571
1816	0.5209953566
1817	0.5209388668
1818	0.5208674716
1819	0.5208184278
1820	0.5207782464
1821	0.5207218365
1822	0.5207127276
1823	0.5206591962
1824	0.5206181826
1825	0.5206145407
1826	0.5205463312
1827	0.5205104405
1828	0.5204774691
1829	0.5204530529
1830	0.5204519385
1831	0.5204242837
1832	0.520402956
1833	0.5203911819
1834	0.520377263
1835	0.5203344516
1836	0.5203195485
1837	0.5202943451
1838	0.5202622517
1839	0.5201791774
1840	0.5201157406
1841	0.5200791077
1842	0.5200462531
1843	0.5200246424
1844	0.5199887967
1845	0.519975008
1846	0.5198870707
1847	0.5198582362
1848	0.5198397508
1849	0.5198193975
1850	0.5197816463
1851	0.5197363547
1852	0.5196966978
1853	0.5196198009
1854	0.5195832351
1855	0.5195684894
1856	0.5195304203
1857	0.5195190858
1858	0.5194889201
1859	0.5194345928
1860	0.519366843
1861	0.5193289729
1862	0.5193159225
1863	0.5193148642
1864	0.5192596938
1865	0.5192542527
1866	0.5192195298
1867	0.5191438648
1868	0.5191220235
1869	0.5190582208
1870	0.5190394481
1871	0.5190299441
1872	0.519022048
1873	0.5190099484
1874	0.518918894
1875	0.5188898083
1876	0.5188720663
1877	0.5188571344
1878	0.5188294206
1879	0.5188275994
1880	0.5187700049
1881	0.518754559
1882	0.5187381159
1883	0.5186819803
1884	0.5186298072
1885	0.5185414321
1886	0.5184436654
1887	0.5184389883
1888	0.5184186085
1889	0.5183939972
1890	0.5183087413
1891	0.518273628
1892	0.5182609813
1893	0.5182378352
1894	0.518189819
1895	0.5181732355
1896	0.5181430524
1897	0.5181235009
1898	0.5180827429
1899	0.518077788
1900	0.5180433323
1901	0.517986585
1902	0.5179723073
1903	0.5179165855
1904	0.5178749591
1905	0.5178710574
1906	0.5178032749
1907	0.5177613839
1908	0.517730396
1909	0.5177178606
1910	0.5176738614
1911	0.5176175571
1912	0.5175386904
1913	0.5175265103
1914	0.5175159454
1915	0.5174994814
1916	0.5174675599
1917	0.517454072
1918	0.517442458
1919	0.5173991562
1920	0.5173604692
1921	0.5173333636
1922	0.5172567199
1923	0.5172350978
1924	0.5172046167
1925	0.5171886278
1926	0.5171228385
1927	0.5170552789
1928	0.5170398612
1929	0.5170276077
1930	0.5170145998
1931	0.516979821
1932	0.5169498678
1933	0.5169191136
1934	0.5168959462
1935	0.5168667609
1936	0.5168624071
1937	0.5168292497
1938	0.5168064615
1939	0.5167919126
1940	0.5167580496
1941	0.5167425691
1942	0.5167416211
1943	0.5167084084
1944	0.5166401739
1945	0.5165537403
1946	0.5164643139
1947	0.5163947022
1948	0.5162944978
1949	0.5162772734
1950	0.5162485962
1951	0.5162221771
1952	0.5161823183
1953	0.5161769602
1954	0.5161736672
1955	0.516158071
1956	0.5161270212
1957	0.5161123205
1958	0.5161023866
1959	0.5160628583
1960	0.5160323004
1961	0.5160210365
1962	0.5159795372
1963	0.5159762137
1964	0.5159614867
1965	0.5159606009
1966	0.5159299706
1967	0.5158705048
1968	0.5158488865
1969	0.5157821959
1970	0.515748362
1971	0.5157386386
1972	0.5157034721
1973	0.5156664621
1974	0.5156624902
1975	0.5156381965
1976	0.5155604315
1977	0.5155412449
1978	0.5155072577
1979	0.5154511727
1980	0.5154469053
1981	0.5154271421
1982	0.5153763488
1983	0.515361174
1984	0.5153493587
1985	0.5152994608
1986	0.5152547943
1987	0.5151973697
1988	0.5151619805
1989	0.5151461121
1990	0.5151356947
1991	0.5150833815
1992	0.5150569857
1993	0.5150065123
1994	0.51500284
1995	0.514914506
1996	0.5148552241
1997	0.5148381324
1998	0.5148176127
1999	0.5147593648
2000	0.5147243649
2001	0.514696508
2002	0.5146726024
2003	0.5145607437
2004	0.5145281252
2005	0.5145187761
2006	0.5145178617
2007	0.5144990661
2008	0.5144977419
2009	0.5144725482
2010	0.514407657
2011	0.5144036168
2012	0.5143707169
2013	0.5143007897
2014	0.5142731094
2015	0.5142553736
2016	0.5142275643
2017	0.5141908293
2018	0.514099721
2019	0.5140283761
2020	0.5140108191
2021	0.5140063862
2022	0.5139785095
2023	0.5139567694
2024	0.5139532311
2025	0.5139159265
2026	0.5138388362
2027	0.5138068103
2028	0.5137958938
2029	0.51376674
2030	0.5137292471
2031	0.5137268212
2032	0.5137193547
2033	0.5136922311
2034	0.5136485372
2035	0.5135891907
2036	0.5135316552
2037	0.5135137105
2038	0.5134325716
2039	0.5134301548
2040	0.5133926524
2041	0.5133295134
2042	0.5133139415
2043	0.5132289612
2044	0.5131798241
2045	0.5131754869
2046	0.513161004
2047	0.5131491221
2048	0.5131230787
2049	0.5131118533
2050	0.5130291321
2051	0.5130240887
2052	0.5129731186
2053	0.5129620047
2054	0.5129019262
2055	0.5128985736
2056	0.5128964171
2057	0.5128655009
2058	0.5128376897
2059	0.5128164368
2060	0.5127823014
2061	0.5127757301
2062	0.5127643985
2063	0.5127568333
2064	0.5126978634
2065	0.5126194196
2066	0.5126170605
2067	0.5125368069
2068	0.5124783945
2069	0.5124551032
2070	0.5123855983
2071	0.5123826786
2072	0.5123796981
2073	0.512304288
2074	0.5122672353
2075	0.5122508374
2076	0.5122132858
2077	0.5121913403
2078	0.5121673135
2079	0.512162323
2080	0.5121049416
2081	0.5121034955
2082	0.5120747903
2083	0.512028674
2084	0.5120141341
2085	0.5119949025
2086	0.5119809896
2087	0.5119711414
2088	0.5119664348
2089	0.5119599298
2090	0.5119570891
2091	0.511931828
2092	0.511859559
2093	0.5118204274
2094	0.5117837354
2095	0.5117358414
2096	0.5117263433
2097	0.511722105
2098	0.5116761252
2099	0.5116120096
2100	0.5115957998
2101	0.5115860888
2102	0.5115505153
2103	0.5115192233
2104	0.5114606332
2105	0.5114067538
2106	0.5113703792
2107	0.5113649703
2108	0.5113565747
2109	0.5113096271
2110	0.5112685039
2111	0.5112479887
2112	0.5112029545
2113	0.5111763279
2114	0.5111561064
2115	0.5111392227
2116	0.5111367742
2117	0.5111051231
2118	0.5110855233
2119	0.5110725352
2120	0.5110279927
2121	0.5109787794
2122	0.5109605013
2123	0.5109525827
2124	0.5108906387
2125	0.5108567502
2126	0.5108483443
2127	0.5108212829
2128	0.5107717598
2129	0.5107532227
2130	0.5107200574
2131	0.5107047273
2132	0.5106560457
2133	0.5106352623
2134	0.5106102155
2135	0.5105830544
2136	0.5105800627
2137	0.51054215
2138	0.5105387736
2139	0.5105310823
2140	0.5104987929
2141	0.5104682499
2142	0.5104158529
2143	0.5103719504
2144	0.5103608461
2145	0.5103459137
2146	0.5102941869
2147	0.510250215
2148	0.5102353546
2149	0.510190873
2150	0.5101509598
2151	0.5101181993
2152	0.5101137635
2153	0.5101103282
2154	0.5100889098
2155	0.5100540297
2156	0.5100503421
2157	0.510032347
2158	0.5100275842
2159	0.509973499
2160	0.5099096437
2161	0.5098689883
2162	0.5098658568
2163	0.509860912
2164	0.5098543398
2165	0.5098329247
2166	0.5097450637
2167	0.5096818703
2168	0.5096682619
2169	0.5096430766
2170	0.5096336143
2171	0.5096120271
2172	0.5096053399
2173	0.5095751274
2174	0.5095723226
2175	0.5095594345
2176	0.5095041993
2177	0.5094886628
2178	0.509462347
2179	0.5094607613
2180	0.5093996353
2181	0.509347817
2182	0.5093098174
2183	0.5092893393
2184	0.5092327943
2185	0.5092265228
2186	0.5092002311
2187	0.5091626569
2188	0.5091485808
2189	0.5091138917
2190	0.5090859957
2191	0.5090601846
2192	0.5090338494
2193	0.5089909773
2194	0.5089767903
2195	0.5089417618
2196	0.5089221302
2197	0.5088674421
2198	0.5088514276
2199	0.5088356798
2200	0.5087851465
2201	0.5087760296
2202	0.508774874
2203	0.5087429951
2204	0.5087116054
2205	0.5086488828
2206	0.5086239819
2207	0.508549859
2208	0.5085170169
2209	0.5085040622
2210	0.5084504149
2211	0.5084143562
2212	0.5084113975
2213	0.5084027328
2214	0.5083533715
2215	0.5083286411
2216	0.50832616
2217	0.5083028435
2218	0.5082468482
2219	0.5081770781
2220	0.5081464448
2221	0.5081153441
2222	0.5080775586
2223	0.50801025
2224	0.5079856198
2225	0.5079489979
2226	0.5079259953
2227	0.507891079
2228	0.5078376177
2229	0.5077667181
2230	0.5077308161
2231	0.5076902901
2232	0.5076087003
2233	0.5076054414
2234	0.5075776154
2235	0.5075718085
2236	0.507548949
2237	0.5075237867
2238	0.5075011585
2239	0.5074647037
2240	0.5074616398
2241	0.5074608792
2242	0.5074450708
2243	0.507434082
2244	0.5074168368
2245	0.5073272151
2246	0.5072967556
2247	0.507287769
2248	0.5072849261
2249	0.5072457772
2250	0.5072446834
2251	0.5072360678
2252	0.5072217376
2253	0.5071967558
2254	0.5071364862
2255	0.5071070413
2256	0.5071034858
2257	0.5070965369
2258	0.5070419743
2259	0.5069664195
2260	0.506919691
2261	0.5069064369
2262	0.5068757746
2263	0.5068687341
2264	0.5068455525
2265	0.5068236545
2266	0.5067949939
2267	0.5067715627
2268	0.506748703
2269	0.5067447735
2270	0.5067126077
2271	0.5066968142
2272	0.5066952875
2273	0.506650993
2274	0.5066479143
2275	0.5066263553
2276	0.5066202236
2277	0.5065926946
2278	0.5065646665
2279	0.506548044
2280	0.506519212
2281	0.5065154747
2282	0.5065112308
2283	0.5064717092
2284	0.5064709276
2285	0.5064639305
2286	0.506456143
2287	0.5064449574
2288	0.5064177856
2289	0.5063977283
2290	0.5063767512
2291	0.5063358641
2292	0.5063252684
2293	0.5062862302
2294	0.5062626742
2295	0.5062279797
2296	0.5062011919
2297	0.506162167
2298	0.5061611464
2299	0.5061347009
2300	0.5061062502
2301	0.5060505984
2302	0.5060342561
2303	0.5060288088
2304	0.5060254567
2305	0.5060069545
2306	0.5059997727
2307	0.5059575866
2308	0.5059552556
2309	0.5059515257
2310	0.5059231096
2311	0.5058899267
2312	0.5058631026
2313	0.505851514
2314	0.5058498621
2315	0.5058284079
2316	0.5057822752
2317	0.5057335415
2318	0.5057132137
