iter	Logloss
150	0.593828888
151	0.5938037674
152	0.5936540697
153	0.5936265186
154	0.5935701893
155	0.5935531579
156	0.5934680175
157	0.5933666498
158	0.5932414418
159	0.5931918649
160	0.5931509294
161	0.5930560168
162	0.592991746
163	0.5929001609
164	0.5928791116
165	0.5928143071
166	0.5927954742
167	0.5927383909
168	0.5927115154
169	0.5927011006
170	0.5926587301
171	0.5925673809
172	0.5924958463
173	0.5924705361
174	0.5923664444
175	0.5923100571
176	0.5922848503
177	0.5922345309
178	0.5921843067
179	0.5921825159
180	0.5921365678
181	0.5921217884
182	0.5920653042
183	0.5920406425
184	0.5919122784
185	0.5918695121
186	0.5918695117
187	0.5918533174
188	0.5917872132
189	0.5917806346
190	0.5917391895
191	0.5917202982
192	0.5916642115
193	0.5915837529
194	0.5914937522
195	0.5914058403
196	0.5913568937
197	0.5913097793
198	0.5912091715
199	0.5911631155
200	0.5911107883
201	0.5910835197
202	0.5910613194
203	0.5910459716
204	0.590946115
205	0.5909409733
206	0.5909173616
207	0.5909137381
208	0.5907408762
209	0.5907022439
210	0.5906887889
211	0.5906851164
212	0.5906554153
213	0.590639701
214	0.5906060329
215	0.590528372
216	0.5904429146
217	0.5903791932
218	0.5903556136
219	0.59035282
220	0.5903366881
221	0.5903216035
222	0.5902456618
223	0.5902207309
224	0.5901911991
225	0.5901854886
226	0.5901552206
227	0.5901427943
228	0.5900846718
229	0.5900705108
230	0.5900582407
231	0.5899978292
232	0.5899887145
233	0.5899612378
234	0.5899543792
235	0.5899464848
236	0.5899247115
237	0.5898736769
238	0.5898627712
239	0.5898504483
240	0.5898357009
241	0.589800459
242	0.5897920634
243	0.5896556506
244	0.5896281135
245	0.5896155617
246	0.5896155617
247	0.5895948546
248	0.5895755169
249	0.5895675994
250	0.5895547428
251	0.5895307549
252	0.5895307549
253	0.5895234379
254	0.5895190134
255	0.5894779201
256	0.5894454148
257	0.5894324061
258	0.589406633
259	0.5894044893
260	0.5894019431
261	0.5894019431
262	0.589326635
263	0.5892091243
264	0.5891857036
265	0.5890914317
266	0.5890810967
267	0.5890311759
268	0.5890249525
269	0.5890249498
270	0.5890182617
271	0.5890182616
272	0.5889860121
273	0.588952583
274	0.5889361276
275	0.5889115832
276	0.5888099627
277	0.5887371381
278	0.5887312413
279	0.5887091313
280	0.5886308003
281	0.5886250969
282	0.5885876567
283	0.5885473479
284	0.5885169143
285	0.5884685419
286	0.5884685417
287	0.5884192537
288	0.588392883
289	0.5883621129
290	0.5883608444
291	0.5882820943
292	0.5882820943
293	0.5882815256
294	0.5882630907
295	0.5882429772
296	0.5882419546
297	0.5881791532
298	0.5881559535
299	0.5881416183
300	0.5881416182
301	0.5881189122
302	0.5880680028
303	0.5880300548
304	0.5879495564
305	0.5878582453
306	0.5878582453
307	0.5877861717
308	0.5877861714
309	0.5877577462
310	0.5877497357
311	0.587647238
312	0.587634215
313	0.5876305217
314	0.5876031891
315	0.587598778
316	0.587535898
317	0.5875157354
318	0.5874721745
319	0.587381922
320	0.5873763882
321	0.5873460524
322	0.5872692113
323	0.5872646278
324	0.5872575911
325	0.5871679081
326	0.5871487077
327	0.5871382567
328	0.5871185462
329	0.5870675263
330	0.5869820382
331	0.5869252813
332	0.5868718028
333	0.5868699497
334	0.5867674162
335	0.5867430411
336	0.5866395163
337	0.586639516
338	0.586549184
339	0.586545279
340	0.5864686682
341	0.5864592242
342	0.5863840042
343	0.5863828121
344	0.5863751416
345	0.5863403276
346	0.5863403275
347	0.5862651023
348	0.5862401645
349	0.5861655942
350	0.5860657879
351	0.5860074054
352	0.5859669582
353	0.5859535362
354	0.5858558193
355	0.5858217608
356	0.5858217607
357	0.5857635476
358	0.5857039721
359	0.5856964814
360	0.5856247133
361	0.5855998178
362	0.5855493556
363	0.5854903829
364	0.5854592377
365	0.5854138366
366	0.5854052891
367	0.5853918879
368	0.5852845766
369	0.5852235277
370	0.5851307611
371	0.5850914698
372	0.5850059124
373	0.584971166
374	0.5848690695
375	0.5847610569
376	0.584662933
377	0.5845964456
378	0.5844306411
379	0.5844302007
380	0.5844242779
381	0.5843841813
382	0.5843372222
383	0.5842283314
384	0.584183488
385	0.5840523577
386	0.5839639975
387	0.5838897372
388	0.5838231044
389	0.5838081692
390	0.5837370804
391	0.5836743606
392	0.5836043362
393	0.5835245186
394	0.5834056871
395	0.5833755152
396	0.5832660276
397	0.5831648617
398	0.5829564263
399	0.5829485845
400	0.5829278087
401	0.5827700513
402	0.5826423747
403	0.5825861975
404	0.5825741548
405	0.5824737978
406	0.5824505269
407	0.5823928012
408	0.582329337
409	0.5822338196
410	0.5821998064
411	0.5820425722
412	0.5819793924
413	0.5818331778
414	0.5818057286
415	0.581688127
416	0.58153796
417	0.5815091828
418	0.581453945
419	0.5814342739
420	0.5813613604
421	0.5813460233
422	0.5812843655
423	0.5811226028
424	0.5810898734
425	0.581069756
426	0.5809612111
427	0.5808642907
428	0.5807806858
429	0.5807596606
430	0.5807127286
431	0.5806739747
432	0.5805232661
433	0.5803930394
434	0.5803803747
435	0.5802789222
436	0.5802640785
437	0.5802388932
438	0.580114023
439	0.5799866181
440	0.5799207536
441	0.5798066011
442	0.5797478797
443	0.5796913731
444	0.5795437654
445	0.5794165748
446	0.579367092
447	0.5792952797
448	0.5792581483
449	0.5791879783
450	0.5791011879
451	0.5789433823
452	0.5788253867
453	0.5787516439
454	0.578727227
455	0.5786920164
456	0.5785663348
457	0.5785260525
458	0.5784745705
459	0.5784013119
460	0.5783564749
461	0.5783224881
462	0.5782849214
463	0.5782101527
464	0.5781128996
465	0.5780754353
466	0.5779084347
467	0.5778677657
468	0.5777754107
469	0.5776780289
470	0.5776276174
471	0.5776161755
472	0.5775060383
473	0.5774234387
474	0.577364018
475	0.5773601715
476	0.5773538404
477	0.5772466627
478	0.5772362442
479	0.5771727473
480	0.5771240743
481	0.5770592245
482	0.57700811
483	0.5768889891
484	0.5768608436
485	0.5768551152
486	0.5768367979
487	0.5768104133
488	0.5767942877
489	0.5767667574
490	0.5767345409
491	0.5767180081
492	0.5766118893
493	0.5765422805
494	0.5765286017
495	0.5764992728
496	0.576450201
497	0.5763492752
498	0.5763278508
499	0.5763145709
500	0.5762244916
501	0.5761257812
502	0.5760847451
503	0.5760389462
504	0.5759304049
505	0.57592013
506	0.575898816
507	0.5758617742
508	0.5757618233
509	0.5756643814
510	0.5755977937
511	0.5754673909
512	0.5753786719
513	0.5753187345
514	0.5752745814
515	0.5751942089
516	0.5751484215
517	0.5749801161
518	0.5749452748
519	0.5748330192
520	0.5747041276
521	0.5746537893
522	0.5745180323
523	0.5744969956
524	0.5744836864
525	0.5744627061
526	0.5744455787
527	0.5743300374
528	0.5742824184
529	0.5742570019
530	0.5742120881
531	0.574141627
532	0.5740587786
533	0.5740258718
534	0.5739799418
535	0.573937719
536	0.5738644577
537	0.5737355022
538	0.5736589529
539	0.573497701
540	0.5734494352
541	0.5734353005
542	0.5734271428
543	0.5733555033
544	0.5733229413
545	0.5732546959
546	0.5732023654
547	0.5731617818
548	0.573067004
549	0.573036253
550	0.572975567
551	0.5729096238
552	0.5729073009
553	0.5728620158
554	0.5728445649
555	0.5728339867
556	0.5728145771
557	0.5727357083
558	0.5726912098
559	0.5725793501
560	0.5725787819
561	0.5725564728
562	0.5725064782
563	0.5724362272
564	0.5724104564
565	0.5723718705
566	0.5722928607
567	0.5722643498
568	0.5722254542
569	0.572128196
570	0.572060279
571	0.5719568115
572	0.5719269878
573	0.5718845747
574	0.5718165137
575	0.571811065
576	0.5717146286
577	0.5716825304
578	0.571598121
579	0.5715255596
580	0.5714991996
581	0.5714601454
582	0.5713561996
583	0.5713356312
584	0.5713278298
585	0.5712831484
586	0.5712676973
587	0.5712654721
588	0.571251124
589	0.571186517
590	0.5711277215
591	0.5710669922
592	0.5710249409
593	0.5709533131
594	0.5709232577
595	0.5707934822
596	0.5706851943
597	0.5705903279
598	0.5705238084
599	0.5704534028
600	0.5704064288
601	0.5704051864
602	0.5703519428
603	0.5702825175
604	0.5702045213
605	0.570100733
606	0.570060654
607	0.5700542639
608	0.570038627
609	0.5700331914
610	0.5699479545
611	0.5699292221
612	0.5698346598
613	0.5697882405
614	0.5697304217
615	0.5697186796
616	0.5696719514
617	0.5696045836
618	0.5695390631
619	0.5695030398
620	0.5695016452
621	0.5694993069
622	0.5694833755
623	0.5694233393
624	0.5693950742
625	0.5693560609
626	0.5693446892
627	0.5692983049
628	0.5692545916
629	0.5692310007
630	0.5692203496
631	0.5691474503
632	0.5691108733
633	0.569041423
634	0.5690094127
635	0.5689032629
636	0.5688597169
637	0.5688589987
638	0.5688464085
639	0.5687765546
640	0.5687209583
641	0.5686909627
642	0.5686349768
643	0.5685436571
644	0.568508943
645	0.5684517143
646	0.5684135498
647	0.5684105621
648	0.568392135
649	0.5683497004
650	0.5683423023
651	0.5682997337
652	0.5682797087
653	0.5682557958
654	0.5681873451
655	0.5681292282
656	0.5680871256
657	0.5680723698
658	0.5680506287
659	0.5679807232
660	0.5679663778
661	0.5678934056
662	0.5678803112
663	0.5677885373
664	0.5677724701
665	0.5677273756
666	0.5677163645
667	0.5676885396
668	0.5676521786
669	0.5676401948
670	0.5676205927
671	0.5676163674
672	0.5675528328
673	0.567491443
674	0.5674637531
675	0.5673520412
676	0.5673024073
677	0.5672500565
678	0.5671447915
679	0.5670843207
680	0.567025647
681	0.5669542078
682	0.5668940552
683	0.5668547302
684	0.5667955957
685	0.5667713932
686	0.566688614
687	0.5666165289
688	0.5665815493
689	0.5665336022
690	0.5664762483
691	0.5663712123
692	0.5663502021
693	0.5662391595
694	0.5662146975
695	0.5661557865
696	0.5661190983
697	0.5661139802
698	0.5660659629
699	0.5660635947
700	0.5660290152
701	0.5659989879
702	0.5659800585
703	0.565913423
704	0.5658630672
705	0.5658091176
706	0.5657932385
707	0.5657630089
708	0.5656881449
709	0.5656722167
710	0.5656440586
711	0.5655472107
712	0.5654934389
713	0.565408012
714	0.5653971603
715	0.5653756713
716	0.5653609047
717	0.5653460338
718	0.5652818997
719	0.5652520814
720	0.5651583676
721	0.5651355669
722	0.5650637394
723	0.56496483
724	0.5649002501
725	0.5648666295
726	0.5648323975
727	0.5647994311
728	0.5647070809
729	0.5646493938
730	0.5646223993
731	0.5645948329
732	0.5645797469
733	0.5645711173
734	0.5645197813
735	0.5644726394
736	0.5644245385
737	0.5643794707
738	0.5643727834
739	0.5642957862
740	0.5642918156
741	0.5642296162
742	0.564167551
743	0.5641439028
744	0.5641037696
745	0.5640279702
746	0.5639547653
747	0.5638565968
748	0.5638434374
749	0.5638151665
750	0.5637586572
751	0.5637505977
752	0.5637334852
753	0.5637002913
754	0.5636478889
755	0.5636284458
756	0.5636118103
757	0.5635836683
758	0.5635657617
759	0.5635329216
760	0.5634479301
761	0.5633225191
762	0.5632371838
763	0.563158963
764	0.5630997446
765	0.5630188243
766	0.5630104899
767	0.5629161898
768	0.5629104588
769	0.5628962013
770	0.5628850944
771	0.5628325457
772	0.5627746725
773	0.5626502655
774	0.5625793564
775	0.5625586964
776	0.5625000833
777	0.562480828
778	0.5624546083
779	0.562414362
780	0.5623840869
781	0.5623617149
782	0.5623500722
783	0.562280153
784	0.5622228572
785	0.5622155848
786	0.5620955571
787	0.5619649767
788	0.5619629652
789	0.5619176033
790	0.561894368
791	0.5618290573
792	0.5617301121
793	0.5616486126
794	0.561601555
795	0.5615382334
796	0.5615308376
797	0.5615003364
798	0.5614618096
799	0.561390456
800	0.5613314154
801	0.561324275
802	0.5612231023
803	0.5612150273
804	0.561193616
805	0.561165229
806	0.5611485408
807	0.5611320107
808	0.5610934714
809	0.5610635098
810	0.5610084937
811	0.5609849859
812	0.5609200208
813	0.5608840022
814	0.5608348493
815	0.5608134018
816	0.5607311037
817	0.5607268783
818	0.560702309
819	0.5606927554
820	0.5606835749
821	0.5606531927
822	0.5605632783
823	0.5605608836
824	0.5605216041
825	0.5604575821
826	0.5604179151
827	0.560375609
828	0.5603542854
829	0.5602687521
830	0.5602398072
831	0.5601647431
832	0.5601610667
833	0.5601217117
834	0.5600812623
835	0.5600498627
836	0.5600475707
837	0.5600308421
838	0.5599643299
839	0.5599160411
840	0.559837518
841	0.5597512466
842	0.5596995891
843	0.5596324489
844	0.5595709504
845	0.5595154431
846	0.5595137403
847	0.5594672059
848	0.5593932498
849	0.5593256574
850	0.5592173353
851	0.5591570724
852	0.5590431078
853	0.5589900422
854	0.558922449
855	0.5588916342
856	0.5588832909
857	0.5587512183
858	0.5587496825
859	0.558746528
860	0.5587218307
861	0.5586539589
862	0.5586206251
863	0.5586006297
864	0.5585981277
865	0.5585884388
866	0.55858658
867	0.5585240923
868	0.5584618392
869	0.5583990198
870	0.5583093808
871	0.5582502229
872	0.5582037564
873	0.5581557105
874	0.5581127547
875	0.5581075419
876	0.557998438
877	0.5579442599
878	0.5578413126
879	0.5577886005
880	0.5577654407
881	0.5577222155
882	0.5576902544
883	0.5576852824
884	0.5576458886
885	0.557612264
886	0.557562855
887	0.5575119001
888	0.5574278645
889	0.5573156375
890	0.5572214807
891	0.5571681188
892	0.5571612076
893	0.5571541198
894	0.5570674522
895	0.5570479659
896	0.5569946132
897	0.5568658027
898	0.5567919146
899	0.5567904966
900	0.5567678306
901	0.5567021328
902	0.5566652734
903	0.5566602352
904	0.5566242186
905	0.5565753835
906	0.5565449341
907	0.5565397703
908	0.5564701337
909	0.5563648998
910	0.5563412746
911	0.5562719204
912	0.5561600202
913	0.5560159619
914	0.5558966333
915	0.5558633968
916	0.5558481006
917	0.5557623883
918	0.5557345303
919	0.5556793062
920	0.5556359232
921	0.5556210551
922	0.5556197394
923	0.555598258
924	0.5555455489
925	0.5554924304
926	0.555384962
927	0.5553642576
928	0.5552638334
929	0.5551972098
930	0.5551403198
931	0.5550802445
932	0.5550340845
933	0.5550063829
934	0.5549854609
935	0.5549317616
936	0.5548652702
937	0.5548116512
938	0.5548073745
939	0.5547466057
940	0.5547008476
941	0.5546989212
942	0.5546390611
943	0.5546345089
944	0.5546278791
945	0.5545839928
946	0.5545491944
947	0.5545407604
948	0.554516855
949	0.5544980157
950	0.5543973326
951	0.5543685403
952	0.5543365705
953	0.5543257667
954	0.5543245357
955	0.5543195721
956	0.5542881182
957	0.5542632948
958	0.554218752
959	0.5541284401
960	0.5540961859
961	0.5540333263
962	0.5540231904
963	0.5540187246
964	0.5539987444
965	0.5539062398
966	0.5538919523
967	0.5538395437
968	0.5537900966
969	0.5537303455
970	0.5537234414
971	0.5537216917
972	0.5536895778
973	0.5536406183
974	0.5535874221
975	0.5535106615
976	0.5534206467
977	0.5534002362
978	0.5533934856
979	0.5533130448
980	0.553297641
981	0.5531913389
982	0.5531577099
983	0.5531296349
984	0.5531137866
985	0.5530111008
986	0.5529670825
987	0.5528857346
988	0.5528611403
989	0.5527071945
990	0.5527014727
991	0.5526233302
992	0.5526197971
993	0.55257296
994	0.5525378766
995	0.5524619578
996	0.5523827445
997	0.5523764389
998	0.5523552869
999	0.5523266479
1000	0.5523135183
1001	0.5522901605
1002	0.5522625141
1003	0.5522234648
1004	0.5521842304
1005	0.5521675655
1006	0.552118392
1007	0.5520716226
1008	0.5520672511
1009	0.5520401001
1010	0.5520088178
1011	0.551939049
1012	0.5519372657
1013	0.5518495178
1014	0.5517942885
1015	0.5517146107
1016	0.551703264
1017	0.5516841952
1018	0.5516668527
1019	0.5516137633
1020	0.5515854604
1021	0.5515667448
1022	0.5515418286
1023	0.5514993126
1024	0.5514552309
1025	0.5514342667
1026	0.5513984816
1027	0.5513557937
1028	0.5513310694
1029	0.551253945
1030	0.5511738417
1031	0.5511714786
1032	0.5511424513
1033	0.5511161126
1034	0.551077519
1035	0.5509625429
1036	0.5509333698
1037	0.5508955951
1038	0.5508857618
1039	0.5508733526
1040	0.5508154697
1041	0.5507720617
1042	0.5507236984
1043	0.550697445
1044	0.5505774223
1045	0.5505706582
1046	0.5505349381
1047	0.550479478
1048	0.5503754599
1049	0.5503624782
1050	0.5503028649
1051	0.5502512012
1052	0.5502394548
1053	0.550135131
1054	0.5501099054
1055	0.5500853545
1056	0.5500148033
1057	0.5500025295
1058	0.5499099851
1059	0.5498694283
1060	0.5498022008
1061	0.5497955477
1062	0.5497510175
1063	0.5497279363
1064	0.5496601294
1065	0.5496390438
1066	0.549621585
1067	0.5495287375
1068	0.5494897289
1069	0.5494740371
1070	0.5494641421
1071	0.5493959018
1072	0.5493127024
1073	0.5492603532
1074	0.5491735798
1075	0.5491411364
1076	0.5490933695
1077	0.5490501209
1078	0.5490323792
1079	0.5489928008
1080	0.5489597016
1081	0.5489257039
1082	0.5488934159
1083	0.5487596988
1084	0.5487155514
1085	0.5487142052
1086	0.5487090661
1087	0.5485863863
1088	0.5485821663
1089	0.5485784825
1090	0.5484508084
1091	0.5483775159
1092	0.548293939
1093	0.548222364
1094	0.5481952529
1095	0.5481333116
1096	0.5481203372
1097	0.548101349
1098	0.5480930924
1099	0.5480726646
1100	0.5480398182
1101	0.5480189883
1102	0.5480047283
1103	0.5479859453
1104	0.547972557
1105	0.5479691092
1106	0.5479195405
1107	0.5478746741
1108	0.5477769485
1109	0.5477493764
1110	0.5477129749
1111	0.5477025072
1112	0.5476522345
1113	0.547614879
1114	0.5475960138
1115	0.5474887061
1116	0.547478944
1117	0.5474665166
1118	0.5473849352
1119	0.5473441925
1120	0.5473164976
1121	0.5473056356
1122	0.5472368764
1123	0.5472255377
1124	0.5471945031
1125	0.5471248051
1126	0.5470353161
1127	0.5470333028
1128	0.5470224908
1129	0.5470101991
1130	0.5470037838
1131	0.5469689872
1132	0.5469564913
1133	0.5469484383
1134	0.5468640811
1135	0.5468352416
1136	0.5468270772
1137	0.5468174054
1138	0.5467859672
1139	0.5467522896
1140	0.5467112826
1141	0.5466929542
1142	0.5466410193
1143	0.5466179805
1144	0.5465993986
1145	0.5465443754
1146	0.5465430456
1147	0.5465328172
1148	0.5465196912
1149	0.5464522327
1150	0.5463923131
1151	0.5463259878
1152	0.5463200224
1153	0.5463106374
1154	0.546276388
1155	0.5462761509
1156	0.5462191
1157	0.5461891211
1158	0.5461350168
1159	0.5460873019
1160	0.5460304815
1161	0.5460114544
1162	0.54597566
1163	0.5459010475
1164	0.5458293029
1165	0.5457753685
1166	0.5457699059
1167	0.5457036524
1168	0.5456626625
1169	0.5456183898
1170	0.5456023744
1171	0.5455269076
1172	0.545494101
1173	0.5454551992
1174	0.5453767889
1175	0.5453665929
1176	0.54529671
1177	0.5452602515
1178	0.5451746414
1179	0.5451481377
1180	0.5451110495
1181	0.5451090652
1182	0.5450876384
1183	0.5450762056
1184	0.5450139723
1185	0.5449835873
1186	0.5449052292
1187	0.5449031659
1188	0.5447695411
1189	0.5447289341
1190	0.5446929344
1191	0.544679463
1192	0.5446322655
1193	0.5445963159
1194	0.5445701168
1195	0.5445090629
1196	0.5444944194
1197	0.5444911629
1198	0.544460858
1199	0.5444475166
1200	0.544427253
1201	0.5444240394
1202	0.5444205934
1203	0.5443435851
1204	0.5443193097
1205	0.5442211729
1206	0.5441127301
1207	0.5440515492
1208	0.5439922235
1209	0.5439518125
1210	0.5438867107
1211	0.5438814009
1212	0.5438258126
1213	0.5438097768
1214	0.5438000728
1215	0.5437900847
1216	0.5437547639
1217	0.5437510675
1218	0.5436879049
1219	0.5436127531
1220	0.5436093149
1221	0.5435703299
1222	0.5435243489
1223	0.5435167263
1224	0.5434660269
1225	0.5434558693
1226	0.5434169519
1227	0.5433722225
1228	0.5433499414
1229	0.5433478609
1230	0.5432767233
1231	0.5432748249
1232	0.5432724032
1233	0.5432258643
1234	0.5431708521
1235	0.5431310313
1236	0.5430639485
1237	0.5430246464
1238	0.5430000677
1239	0.5429538461
1240	0.5429149436
1241	0.5428602307
1242	0.5428399817
1243	0.5427938253
1244	0.5427040566
1245	0.5426549017
1246	0.5426504124
1247	0.5426439833
1248	0.5425838439
1249	0.5425402895
1250	0.5425013539
1251	0.5424657503
1252	0.5423770286
1253	0.5423279989
1254	0.5422563689
1255	0.5422399556
1256	0.5421927263
1257	0.5421318845
1258	0.5420944319
1259	0.5420741402
1260	0.5420598723
1261	0.5420354018
1262	0.5419512527
1263	0.5419017969
1264	0.5418458487
1265	0.541835081
1266	0.5417490135
1267	0.5417285888
1268	0.5417225201
1269	0.5417130466
1270	0.5416813331
1271	0.5415671069
1272	0.5414910401
1273	0.541487034
1274	0.5414587078
1275	0.5414133919
1276	0.5414081773
1277	0.5413495062
1278	0.5412876107
1279	0.5412022337
1280	0.5411633121
1281	0.5411585214
1282	0.541115522
1283	0.5410443522
1284	0.5410352697
1285	0.5409830758
1286	0.54090875
1287	0.5409062313
1288	0.5408490371
1289	0.5407907221
1290	0.5407221779
1291	0.5406448112
1292	0.5406267551
1293	0.5405989961
1294	0.5405042285
1295	0.5404108502
1296	0.5403412584
1297	0.5403184238
1298	0.5403032288
1299	0.5402990054
1300	0.5402554011
1301	0.5402206083
1302	0.5401918112
1303	0.5401828697
1304	0.5401649746
1305	0.5400910092
1306	0.54007177
1307	0.5400495183
1308	0.5400446184
1309	0.5400376354
1310	0.5399063526
1311	0.5398147796
1312	0.5398134868
1313	0.5397976872
1314	0.5397729831
1315	0.5397007537
1316	0.5396713509
1317	0.5396151091
1318	0.5395536992
1319	0.5395310311
1320	0.5394487122
1321	0.5393827001
1322	0.5393021761
1323	0.5392876147
1324	0.5392622078
1325	0.5391804159
1326	0.5391515228
1327	0.5391364931
1328	0.5391278147
1329	0.5391026999
1330	0.5390498691
1331	0.5390321433
1332	0.5389482309
1333	0.5389307159
1334	0.5389290729
1335	0.5388523914
1336	0.5388033071
1337	0.53877772
1338	0.5387342596
1339	0.5386787968
1340	0.5386528655
1341	0.538592925
1342	0.5385608832
1343	0.5384789136
1344	0.5384622069
1345	0.5383771664
1346	0.5383763863
1347	0.5383364025
1348	0.5383069452
1349	0.5382391973
1350	0.5381641459
1351	0.5381605566
1352	0.5381125646
1353	0.5380658542
1354	0.5380607616
1355	0.5380177642
1356	0.5379811815
1357	0.5379430746
1358	0.5378707478
1359	0.5378688831
1360	0.5378445638
1361	0.5377946859
1362	0.5377199515
1363	0.5376970854
1364	0.5376655779
1365	0.537579596
1366	0.5375472842
1367	0.5374955946
1368	0.5374925593
1369	0.5374712955
1370	0.5374676931
1371	0.5374522147
1372	0.5374200399
1373	0.5374036558
1374	0.5373743979
1375	0.5373290238
1376	0.5372815374
1377	0.5372797153
1378	0.5371872535
1379	0.537109021
1380	0.5370361655
1381	0.5369192955
1382	0.5368536916
1383	0.5368123643
1384	0.5367599076
1385	0.5366724474
1386	0.5366559876
1387	0.5366254841
1388	0.5365763341
1389	0.5365389817
1390	0.5364430474
1391	0.5364305067
1392	0.5363694191
1393	0.5363178778
1394	0.5362931085
1395	0.5362328163
1396	0.5362244426
1397	0.5361646739
1398	0.536113097
1399	0.536042946
1400	0.5360228946
1401	0.5360196057
1402	0.5360119491
1403	0.5360014184
1404	0.5359783279
1405	0.5359751129
1406	0.5359201712
1407	0.5359016019
1408	0.5358582298
1409	0.5358238717
1410	0.5357991276
1411	0.535781138
1412	0.5357777853
1413	0.5357152441
1414	0.5356673823
1415	0.5356493692
1416	0.5356215349
1417	0.5355492328
1418	0.5355360346
1419	0.5354927603
1420	0.5354478209
1421	0.5354448115
1422	0.5353931821
1423	0.5353757739
1424	0.5353734726
1425	0.5353382932
1426	0.5353243413
1427	0.5352740561
1428	0.5352258413
1429	0.5351769661
1430	0.5351657112
1431	0.5351534513
1432	0.5351197722
1433	0.5351189584
1434	0.535076851
1435	0.5350621971
1436	0.5350106252
1437	0.5349767736
1438	0.5348977375
1439	0.5348962673
1440	0.5348610121
1441	0.5348341681
1442	0.5348136544
1443	0.5347757278
1444	0.53473386
1445	0.5346618816
1446	0.5346214941
1447	0.5345086885
1448	0.5344535471
1449	0.5344399413
1450	0.534408602
1451	0.5343515602
1452	0.534278618
1453	0.5342706297
1454	0.5342040275
1455	0.534171414
1456	0.5341191503
1457	0.5341067379
1458	0.5340976274
1459	0.5340961508
1460	0.5340872533
1461	0.5340677952
1462	0.5339575937
1463	0.5339430357
1464	0.533866142
1465	0.5338189913
1466	0.5337809289
1467	0.5337346052
1468	0.5336927381
1469	0.5336912948
1470	0.5336085014
1471	0.5335236583
1472	0.5334890978
1473	0.5334476775
1474	0.5333954976
1475	0.5333942368
1476	0.5333841303
1477	0.5333302912
1478	0.5333081898
1479	0.533282117
1480	0.5332775813
1481	0.5332708612
1482	0.5332451701
1483	0.5332004023
1484	0.5331438509
1485	0.5331026973
1486	0.5330278788
1487	0.532980006
1488	0.532911762
1489	0.5328818701
1490	0.5328734927
1491	0.5328071032
1492	0.5327891814
1493	0.532743183
1494	0.5326877544
1495	0.5326355901
1496	0.5326167685
1497	0.5325825467
1498	0.5325458749
1499	0.5325097868
1500	0.5325029089
1501	0.5324649583
1502	0.5323971195
1503	0.5323121561
1504	0.5322544909
1505	0.5322434686
1506	0.5321882005
1507	0.5321392999
1508	0.5320992211
1509	0.5320812139
1510	0.5320725238
1511	0.5320164831
